application_id,client_id,source,branch,application_created_at,agreement_issued_at,status,agreement_id
410559,81465,Customer Care,Boda Call Centre,22/10/2022,,Cancelled,
403152,371317,Customer Care,Boda Call Centre,05/10/2022,11/10/2022,Loan_Issued,86324
425105,375490,Customer Care,Prestige Plaza,21/11/2022,21/11/2022,Loan_Issued,90575
425537,392622,WEB,Boda Call Centre,21/11/2022,,Cancelled,
425539,392622,Customer Care,Boda Call Centre,21/11/2022,,Cancelled,
408171,376033,Customer Care,CBD ,17/10/2022,22/10/2022,Loan_Issued,87143
400763,369145,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
407987,375887,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
408259,376141,WEB,Boda Prestige,17/10/2022,,Cancelled,
420584,387848,Car Branch,Kiambu,11/11/2022,,Cancelled,
455701,417291,WEB,Boda Prestige,19/01/2023,,Cancelled,
399348,205921,WEB,Boda Prestige,27/09/2022,06/10/2022,Loan_Issued,85952
403584,371775,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
448452,411845,Customer Care,Boda Call Centre,06/01/2023,,Collect_Info_Docs,
408441,224153,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
403608,371205,Customer Care,Boda Call Centre,06/10/2022,,Cancelled,
405427,56122,WEB,Boda Prestige,11/10/2022,,Cancelled,
403540,371744,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
403068,371236,Infobip,CBD ,05/10/2022,06/10/2022,Loan_Issued,85948
407658,171429,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
402746,370957,Agents,Boda Outer Nairobi,04/10/2022,06/10/2022,Loan_Issued,85835
416141,252713,WEB,Boda Prestige,03/11/2022,,Cancelled,
427585,369899,Customer Care,Boda Call Centre,25/11/2022,,Cancelled,
455863,418012,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
439353,404563,WEB,Boda Call Centre,20/12/2022,,Cancelled,
398140,366967,Customer Care,Boda Call Centre,24/09/2022,,Cancelled,
406689,53963,WEB,Boda Outer Nairobi,13/10/2022,,Cancelled,
412137,379953,WEB,CBD ,26/10/2022,27/10/2022,Loan_Issued,88059
410140,377908,Customer Care,Thika,21/10/2022,22/10/2022,Loan_Issued,87505
431834,398440,Customer Care,Boda Call Centre,05/12/2022,,Cancelled,
408727,330178,WEB,Boda Prestige,18/10/2022,,Cancelled,
432699,399278,WEB,Boda Call Centre,07/12/2022,,Cancelled,
432704,399283,WEB,Boda Call Centre,07/12/2022,,Cancelled,
439340,404550,WEB,Boda Call Centre,20/12/2022,,Cancelled,
397918,366804,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
432712,399291,WEB,Boda Call Centre,07/12/2022,,Cancelled,
432717,379966,WEB,Boda Call Centre,07/12/2022,,Cancelled,
432735,106506,WEB,Boda Call Centre,07/12/2022,,Cancelled,
397894,81760,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
399889,286910,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
410186,373657,Marketing Activation,CBD ,21/10/2022,22/10/2022,Loan_Issued,87485
407019,375002,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
398109,314375,Customer Care,Boda Call Centre,24/09/2022,,Cancelled,
439919,405074,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
432711,397678,WEB,Boda Prestige,07/12/2022,,Cancelled,
408678,376543,WEB,Boda Prestige,18/10/2022,,Cancelled,
406973,374968,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
439338,404547,WEB,Boda Call Centre,20/12/2022,,Cancelled,
406976,374971,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
434435,400740,WEB,Boda Prestige,09/12/2022,,Cancelled,
432853,399403,WEB,Boda Call Centre,07/12/2022,,Cancelled,
432849,399399,WEB,Boda Call Centre,07/12/2022,,Cancelled,
407270,375222,WEB,Boda Prestige,14/10/2022,,Cancelled,
407823,373178,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
407070,367534,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
407042,375018,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
407603,375557,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
407062,375030,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
415896,383342,WEB,Prestige Plaza,02/11/2022,03/11/2022,Loan_Issued,88800
410518,112128,Customer Care,Boda Call Centre,22/10/2022,,Cancelled,
407338,258383,Customer Care,Boda Call Centre,14/10/2022,18/10/2022,Loan_Issued,87137
425481,119765,Marketing Activation,Prestige Plaza,21/11/2022,,Cancelled,
414493,382357,Agents,Boda Outer Nairobi,31/10/2022,,Cancelled,
407619,375566,Agents,Boda Outer Nairobi,15/10/2022,18/10/2022,Loan_Issued,86912
405583,373549,Customer Care,Boda Call Centre,11/10/2022,,Cancelled,
408921,157799,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
405697,373657,Customer Care,Boda Call Centre,11/10/2022,,Cancelled,
417894,106238,WEB,Boda Prestige,07/11/2022,,Cancelled,
420202,387537,WEB,Boda Call Centre,10/11/2022,,Cancelled,
407714,375668,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
407598,375553,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
409315,377140,WEB,Boda Prestige,19/10/2022,,Cancelled,
453611,416096,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
425176,392221,WEB,Boda Prestige,21/11/2022,,Cancelled,
439928,405080,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
408404,376283,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
420041,387349,WEB,Boda Prestige,10/11/2022,,Cancelled,
408783,376646,WEB,Boda Prestige,18/10/2022,,Cancelled,
408757,375975,WEB,Boda Prestige,18/10/2022,,Cancelled,
407225,191265,Customer Care,Boda Call Centre,14/10/2022,18/10/2022,Loan_Issued,86925
409445,377272,Customer Care,Boda Call Centre,19/10/2022,,Cancelled,
407524,375497,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
412780,268959,WEB,Boda Prestige,27/10/2022,,Cancelled,
407520,375494,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
398550,365403,Customer Care,Boda Call Centre,26/09/2022,,Cancelled,
406288,374297,WEB,Boda Prestige,12/10/2022,,Cancelled,
407194,375148,Marketing Activation,Prestige Plaza,14/10/2022,15/10/2022,Loan_Issued,86801
408849,212766,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
408285,376164,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
407728,314641,WEB,Boda Prestige,15/10/2022,,Cancelled,
450407,413434,Customer Care,CBD ,10/01/2023,10/01/2023,Loan_Issued,95503
419833,387131,WEB,Prestige Plaza,10/11/2022,28/11/2022,Loan_Issued,91087
425402,392469,WEB,Boda Prestige,21/11/2022,,Cancelled,
411532,378894,WEB,Boda Prestige,25/10/2022,,Cancelled,
416210,383544,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
410259,378059,WEB,Boda Prestige,21/10/2022,,Cancelled,
412771,349184,WEB,Boda Prestige,27/10/2022,,Cancelled,
416122,252713,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
422516,389735,WEB,Boda Prestige,15/11/2022,,Cancelled,
409040,26291,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
416121,366744,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
399298,289901,WEB,Boda Prestige,27/09/2022,,Cancelled,
408997,373698,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
412261,380109,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
408741,376602,WEB,Boda Prestige,18/10/2022,,Cancelled,
409056,328195,WEB,Boda Prestige,18/10/2022,,Cancelled,
411386,379213,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
409072,376952,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
409481,377311,Customer Care,Boda Call Centre,19/10/2022,,Cancelled,
408687,374599,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
416233,383573,WEB,Boda Prestige,03/11/2022,,Cancelled,
410939,240264,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
407745,375690,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
412786,380653,WEB,Boda Prestige,27/10/2022,,Cancelled,
409078,170223,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
423033,390253,WEB,Boda Call Centre,16/11/2022,,Cancelled,
411750,379606,Customer Care,Boda Call Centre,25/10/2022,,Cancelled,
455904,418042,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
406926,374917,Customer Care,Boda Call Centre,13/10/2022,19/10/2022,Loan_Issued,87584
453642,416118,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
408205,227096,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
408772,37243,WEB,Boda Prestige,18/10/2022,27/10/2022,Loan_Issued,88121
455912,299348,WEB,Boda Prestige,19/01/2023,,Collect_Info_Docs,
410970,378719,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
407849,375793,Customer Care,Boda Call Centre,16/10/2022,,Cancelled,
412295,87448,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
414687,55164,Customer Care,Boda Call Centre,01/11/2022,,Cancelled,
409363,369204,Customer Care,Boda Call Centre,19/10/2022,,Cancelled,
418612,4931,WEB,Boda Prestige,08/11/2022,,Cancelled,
417508,384859,Customer Care,Boda Call Centre,05/11/2022,,Cancelled,
411008,378749,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
405824,327375,WEB,Boda Prestige,11/10/2022,,Cancelled,
423157,389675,WEB,Boda Prestige,16/11/2022,,Cancelled,
393842,316993,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
404662,364981,Customer Care,Boda Call Centre,07/10/2022,,Cancelled,
413711,381543,Customer Care,CBD ,29/10/2022,01/11/2022,Loan_Issued,88502
408622,27608,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
410205,375490,Customer Care,Boda Call Centre,21/10/2022,,Cancelled,
411048,378783,WEB,Boda Prestige,24/10/2022,,Cancelled,
407611,78437,WEB,Boda Prestige,15/10/2022,,Cancelled,
413471,381348,WEB,Boda Prestige,28/10/2022,,Cancelled,
440008,405150,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
410986,378731,WEB,Boda Prestige,24/10/2022,,Cancelled,
409900,377663,WEB,Boda Prestige,21/10/2022,,Cancelled,
418645,385882,WEB,Boda Prestige,08/11/2022,,Cancelled,
409256,15747,Customer Care,Boda Call Centre,19/10/2022,,Cancelled,
410309,127711,WEB,Boda Prestige,21/10/2022,,Cancelled,
408084,375955,Customer Care,CBD ,17/10/2022,25/10/2022,Loan_Issued,87597
408040,18633,Customer Care,CBD ,17/10/2022,19/10/2022,Loan_Issued,87395
418584,237279,Customer Care,Boda Call Centre,08/11/2022,,Cancelled,
411054,374683,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
413650,381470,Customer Care,Boda Call Centre,29/10/2022,03/11/2022,Loan_Issued,88805
416158,383502,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
409281,79032,Agents,Boda Outer Nairobi,19/10/2022,,Cancelled,
412912,380787,WEB,Boda Prestige,27/10/2022,,Cancelled,
418721,45666,Customer Care,Boda Call Centre,08/11/2022,,Cancelled,
413067,380894,WEB,Boda Prestige,28/10/2022,,Cancelled,
407705,375655,WEB,Boda Prestige,15/10/2022,,Cancelled,
407319,375265,WEB,Boda Prestige,14/10/2022,,Cancelled,
412861,380742,Customer Care,Boda Call Centre,27/10/2022,,Cancelled,
407594,375550,Infobip,Boda Prestige,15/10/2022,,Cancelled,
414700,382498,Customer Care,Boda Call Centre,01/11/2022,08/11/2022,Loan_Issued,89272
407645,375587,Customer Care,Kitengela,15/10/2022,25/10/2022,Loan_Issued,87779
416281,383625,WEB,Boda Prestige,03/11/2022,,Cancelled,
412954,380820,Customer Care,Boda Call Centre,27/10/2022,,Cancelled,
411089,378826,WEB,Boda Prestige,24/10/2022,,Cancelled,
418528,106238,WEB,Boda Prestige,08/11/2022,,Cancelled,
411091,131049,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
425207,392259,WEB,Boda Call Centre,21/11/2022,,Cancelled,
411749,379604,WEB,Prestige Plaza,25/10/2022,28/10/2022,Loan_Issued,88164
413047,380880,Customer Care,Boda Call Centre,28/10/2022,,Cancelled,
452610,414903,Customer Care,CBD ,13/01/2023,13/01/2023,Loan_Issued,95870
411101,26029,Marketing Activation,CBD ,24/10/2022,,Cancelled,
411102,378843,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
414869,382611,WEB,Boda Prestige,01/11/2022,,Cancelled,
416304,169166,Customer Care,Top Plaza,03/11/2022,,Cancelled,
416291,383502,Agents,Boda Outer Nairobi,03/11/2022,,Cancelled,
411130,378886,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
411117,378861,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
416314,383653,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
411225,378989,Car Branch,CBD ,24/10/2022,26/10/2022,Loan_Issued,87894
412573,107896,Customer Care,Boda Call Centre,27/10/2022,,Cancelled,
411138,378894,WEB,Boda Prestige,24/10/2022,,Cancelled,
414764,382538,Agents,Boda Outer Nairobi,01/11/2022,,Collect_Info_Docs,
425155,392192,WEB,Boda Kisii,21/11/2022,,Cancelled,
418558,385785,Customer Care,CBD ,08/11/2022,08/11/2022,Loan_Issued,89278
416434,383798,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
410983,148722,Agents,Boda Outer Nairobi,24/10/2022,24/10/2022,Loan_Issued,87763
416094,383454,WEB,Boda Prestige,03/11/2022,,Cancelled,
411156,135836,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
413252,381101,Marketing Activation,CBD ,28/10/2022,,Cancelled,
413026,380868,Customer Care,Boda Call Centre,28/10/2022,,Cancelled,
432518,399126,Customer Care,Boda Call Centre,06/12/2022,,Cancelled,
411248,379025,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
413198,261045,WEB,Boda Prestige,28/10/2022,,Cancelled,
427603,394521,WEB,Boda Prestige,25/11/2022,,Cancelled,
414475,382321,Customer Care,Boda Call Centre,31/10/2022,,Cancelled,
413275,86240,Marketing Activation,CBD ,28/10/2022,28/10/2022,Loan_Issued,88208
412038,379884,WEB,Boda Prestige,26/10/2022,,Cancelled,
416293,383636,WEB,Boda Prestige,03/11/2022,,Cancelled,
411259,379034,WEB,Boda Prestige,24/10/2022,,Cancelled,
412899,380773,WEB,Boda Prestige,27/10/2022,,Cancelled,
418714,104224,Customer Care,Boda Call Centre,08/11/2022,,Cancelled,
422548,389772,WEB,Boda Prestige,15/11/2022,,Cancelled,
416338,383502,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
415132,382846,Customer Care,Boda Call Centre,01/11/2022,03/11/2022,Loan_Issued,88875
418723,385956,Agents,Kitengela,08/11/2022,,Cancelled,
413608,242736,WEB,Boda Prestige,29/10/2022,,Cancelled,
411158,378922,WEB,Boda Prestige,24/10/2022,,Cancelled,
412730,380588,Agents,Boda Outer Nairobi,27/10/2022,08/11/2022,Loan_Issued,89259
416350,383703,Agents,Boda Outer Nairobi,03/11/2022,,Cancelled,
420779,383298,WEB,Boda Prestige,11/11/2022,,Cancelled,
416353,383502,Customer Care,CBD ,03/11/2022,03/11/2022,Loan_Issued,88836
420746,388017,Agents,CBD ,11/11/2022,11/11/2022,Loan_Issued,89728
416499,102699,Agents,Boda Outer Nairobi,03/11/2022,,Cancelled,
420004,387305,WEB,Prestige Plaza,10/11/2022,14/11/2022,Loan_Issued,89734
422287,389477,WEB,Boda Prestige,15/11/2022,,Cancelled,
416183,383521,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
416398,383756,Agents,Boda Outer Nairobi,03/11/2022,,Cancelled,
428271,395071,WEB,Boda Call Centre,28/11/2022,,Cancelled,
416412,383717,Agents,Boda Outer Nairobi,03/11/2022,03/11/2022,Loan_Issued,88866
420797,383298,Customer Care,Boda Call Centre,11/11/2022,,Cancelled,
416460,302188,Customer Care,Top Plaza,03/11/2022,,Cancelled,
416716,384039,Agents,Boda Outer Nairobi,04/11/2022,,Cancelled,
422664,389898,WEB,Boda Call Centre,15/11/2022,,Cancelled,
416452,383824,Agents,Boda Outer Nairobi,03/11/2022,03/11/2022,Loan_Issued,88884
432756,399323,WEB,Prestige Plaza,07/12/2022,07/12/2022,Loan_Issued,92170
422937,390131,Agents,Boda Outer Nairobi,16/11/2022,,Cancelled,
415836,383298,WEB,Boda Prestige,02/11/2022,,Cancelled,
414102,381856,Agents,CBD ,31/10/2022,03/11/2022,Loan_Issued,88363
422038,389288,WEB,Boda Call Centre,14/11/2022,,Cancelled,
418979,386290,WEB,Boda Call Centre,08/11/2022,,Cancelled,
408131,375992,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
412308,375553,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
415547,383043,WEB,Boda Prestige,02/11/2022,,Cancelled,
422483,389691,WEB,Boda Prestige,15/11/2022,,Cancelled,
422270,389459,WEB,Boda Prestige,15/11/2022,,Cancelled,
420815,388116,WEB,Boda Call Centre,11/11/2022,,Cancelled,
416562,243716,Customer Care,Boda Call Centre,03/11/2022,,Cancelled,
416692,384021,Agents,Boda Outer Nairobi,04/11/2022,04/11/2022,Loan_Issued,88930
427592,394504,WEB,Boda Prestige,25/11/2022,,Cancelled,
427602,394520,WEB,Boda Prestige,25/11/2022,,Cancelled,
422862,390061,WEB,Prestige Plaza,16/11/2022,16/11/2022,Loan_Issued,90117
418842,386130,WEB,Boda Prestige,08/11/2022,,Cancelled,
427597,394513,WEB,Boda Prestige,25/11/2022,,Cancelled,
427589,394500,WEB,Boda Prestige,25/11/2022,,Cancelled,
408860,376727,WEB,CBD ,18/10/2022,01/11/2022,Loan_Issued,88683
422461,389666,WEB,Boda Prestige,15/11/2022,,Cancelled,
416678,384009,WEB,Boda Prestige,04/11/2022,,Cancelled,
415661,383130,WEB,Boda Prestige,02/11/2022,,Cancelled,
416763,374507,WEB,Boda Prestige,04/11/2022,,Cancelled,
427596,394512,WEB,Boda Prestige,25/11/2022,,Cancelled,
422921,242736,WEB,Boda Prestige,16/11/2022,,Cancelled,
413060,380888,WEB,Boda Prestige,28/10/2022,,Cancelled,
415069,382782,Customer Care,Prestige Plaza,01/11/2022,05/11/2022,Loan_Issued,89035
418850,15793,WEB,Boda Prestige,08/11/2022,,Cancelled,
420838,388149,WEB,Boda Prestige,11/11/2022,,Cancelled,
407554,375519,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
416987,155412,WEB,Boda Prestige,04/11/2022,,Cancelled,
405673,53454,Customer Care,CBD ,11/10/2022,09/11/2022,Loan_Issued,89413
417039,352570,Agents,Boda Outer Nairobi,04/11/2022,,Collect_Info_Docs,
415832,276990,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
422696,389933,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422075,389321,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
418858,386150,WEB,Boda Prestige,08/11/2022,,Cancelled,
416990,384367,Agents,Boda Outer Nairobi,04/11/2022,,Cancelled,
422469,389675,WEB,Boda Prestige,15/11/2022,,Cancelled,
417040,384420,WEB,Boda Prestige,04/11/2022,,Cancelled,
417063,106713,Customer Care,Boda Call Centre,04/11/2022,,Cancelled,
433728,400181,WEB,Boda Prestige,08/12/2022,,Cancelled,
413687,381516,WEB,Boda Prestige,29/10/2022,,Cancelled,
417052,384433,Customer Care,Boda Call Centre,04/11/2022,,Cancelled,
422513,389733,Customer Care,Boda Call Centre,15/11/2022,,Cancelled,
428275,90686,WEB,Boda Prestige,28/11/2022,,Cancelled,
422247,389445,WEB,Boda Prestige,15/11/2022,,Cancelled,
416915,118291,Customer Care,Prestige Plaza,04/11/2022,04/11/2022,Loan_Issued,89012
422180,389403,WEB,Boda Prestige,15/11/2022,,Cancelled,
437706,57328,WEB,Boda Prestige,16/12/2022,,Cancelled,
416968,384336,Customer Care,Boda Call Centre,04/11/2022,,Cancelled,
422317,389509,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422240,389440,WEB,Boda Prestige,15/11/2022,,Cancelled,
420859,388175,Customer Care,Boda Call Centre,11/11/2022,,Cancelled,
423005,390207,WEB,Boda Call Centre,16/11/2022,,Cancelled,
420066,387374,WEB,Boda Prestige,10/11/2022,,Cancelled,
416938,17065,WEB,Boda Prestige,04/11/2022,,Cancelled,
427586,394496,WEB,Boda Prestige,25/11/2022,,Cancelled,
425786,392822,WEB,Boda Prestige,22/11/2022,,Cancelled,
422623,389848,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422936,390130,WEB,Boda Call Centre,16/11/2022,,Cancelled,
418961,386262,WEB,Prestige Plaza,08/11/2022,08/11/2022,Loan_Issued,89377
418996,386315,WEB,Boda Prestige,08/11/2022,,Cancelled,
418956,386259,WEB,Boda Prestige,08/11/2022,,Cancelled,
418967,386277,WEB,Prestige Plaza,08/11/2022,12/11/2022,Loan_Issued,89799
428286,395090,Customer Care,Boda Call Centre,28/11/2022,,Cancelled,
418965,13191,Customer Care,Boda Call Centre,08/11/2022,,Cancelled,
425901,392942,WEB,Boda Call Centre,22/11/2022,,Cancelled,
417057,384438,Customer Care,Boda Call Centre,04/11/2022,,Cancelled,
427583,394490,WEB,Boda Prestige,25/11/2022,,Cancelled,
422977,390171,WEB,Boda Call Centre,16/11/2022,,Cancelled,
418781,386044,WEB,Boda Prestige,08/11/2022,,Cancelled,
418764,386019,Customer Care,Thika,08/11/2022,14/11/2022,Loan_Issued,89453
422232,389434,WEB,Boda Prestige,15/11/2022,,Cancelled,
422411,389619,WEB,Boda Call Centre,15/11/2022,,Cancelled,
419876,387171,WEB,CBD ,10/11/2022,16/11/2022,Loan_Issued,90151
422643,389869,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422614,389840,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422388,389587,WEB,Boda Call Centre,15/11/2022,,Cancelled,
432879,399436,WEB,Boda Prestige,07/12/2022,,Cancelled,
422178,389401,WEB,Boda Prestige,15/11/2022,,Cancelled,
448250,411746,Customer Care,Boda Call Centre,05/01/2023,,Cancelled,
420223,324521,Customer Care,Boda Call Centre,10/11/2022,,Cancelled,
421027,388319,Agents,Boda Outer Nairobi,12/11/2022,,Cancelled,
422687,389922,WEB,Boda Call Centre,15/11/2022,,Cancelled,
418044,385235,WEB,Boda Prestige,07/11/2022,,Cancelled,
411755,379615,WEB,Boda Prestige,25/10/2022,,Cancelled,
440069,405198,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
415826,200676,WEB,Boda Prestige,02/11/2022,,Cancelled,
419317,386582,WEB,Boda Call Centre,09/11/2022,,Cancelled,
416493,211876,WEB,Boda Prestige,03/11/2022,,Cancelled,
421010,386491,Car Branch,Prestige Plaza,12/11/2022,12/11/2022,Loan_Issued,89793
419405,386683,WEB,Boda Prestige,09/11/2022,,Cancelled,
419357,386621,WEB,Boda Prestige,09/11/2022,,Cancelled,
422721,389955,WEB,Boda Call Centre,15/11/2022,,Cancelled,
419280,362414,WEB,Boda Call Centre,09/11/2022,,Cancelled,
420610,387848,Car Branch,Kiambu,11/11/2022,,Cancelled,
413668,11550,WEB,Boda Prestige,29/10/2022,,Cancelled,
420184,387517,WEB,Boda Call Centre,10/11/2022,,Cancelled,
419149,386428,WEB,Boda Prestige,09/11/2022,,Cancelled,
420811,383298,Customer Care,Boda Call Centre,11/11/2022,,Cancelled,
419226,386489,WEB,Boda Prestige,09/11/2022,,Cancelled,
419229,386491,Customer Care,Boda Call Centre,09/11/2022,,Cancelled,
419531,386858,WEB,Prestige Plaza,09/11/2022,10/11/2022,Loan_Issued,89552
421219,388527,WEB,Boda Call Centre,12/11/2022,,Cancelled,
423076,390305,WEB,Boda Call Centre,16/11/2022,,Cancelled,
419276,386536,WEB,Boda Call Centre,09/11/2022,,Cancelled,
423222,390501,WEB,Boda Call Centre,16/11/2022,,Cancelled,
423482,390710,WEB,Boda Call Centre,17/11/2022,,Cancelled,
419227,386490,WEB,Boda Call Centre,09/11/2022,,Cancelled,
419237,324654,WEB,Boda Prestige,09/11/2022,,Cancelled,
419346,386612,WEB,Boda Call Centre,09/11/2022,,Cancelled,
419529,75439,WEB,Boda Prestige,09/11/2022,,Cancelled,
419522,386849,WEB,Boda Prestige,09/11/2022,,Cancelled,
418125,385337,Customer Care,Boda Call Centre,07/11/2022,,Cancelled,
425314,392379,Customer Care,Boda Call Centre,21/11/2022,,Cancelled,
423194,390063,Customer Care,Boda Call Centre,16/11/2022,,Cancelled,
425420,392489,WEB,Boda Prestige,21/11/2022,,Cancelled,
425870,385337,Agents,Boda Outer Nairobi,22/11/2022,,Cancelled,
425458,392486,WEB,Boda Prestige,21/11/2022,22/11/2022,Loan_Issued,90647
427578,394485,WEB,Boda Prestige,25/11/2022,,Cancelled,
423258,390541,WEB,Boda Call Centre,16/11/2022,,Cancelled,
423431,102669,WEB,Boda Call Centre,17/11/2022,,Cancelled,
423262,390544,Agents,Boda Outer Nairobi,16/11/2022,,Cancelled,
425580,263848,Customer Care,Boda Call Centre,22/11/2022,,Cancelled,
423259,390542,WEB,Boda Call Centre,16/11/2022,,Cancelled,
423486,390713,WEB,Boda Call Centre,17/11/2022,,Cancelled,
425890,392379,Customer Care,CBD ,22/11/2022,22/11/2022,Loan_Issued,90651
425968,393009,WEB,Boda Call Centre,22/11/2022,,Cancelled,
425896,392939,WEB,Boda Call Centre,22/11/2022,,Cancelled,
442994,398418,Customer Care,Boda Call Centre,28/12/2022,,Cancelled,
421336,388613,Customer Care,Boda Call Centre,13/11/2022,,Cancelled,
440089,405213,WEB,Boda Prestige,21/12/2022,,Cancelled,
423422,390655,WEB,Boda Prestige,17/11/2022,,Cancelled,
435436,401456,WEB,Boda Prestige,13/12/2022,,Cancelled,
421558,388762,WEB,Boda Prestige,14/11/2022,,Cancelled,
425942,375849,WEB,Boda Call Centre,22/11/2022,,Cancelled,
421756,388941,WEB,CBD ,14/11/2022,17/11/2022,Loan_Issued,90219
437726,403255,WEB,Boda Prestige,16/12/2022,,Cancelled,
414742,382522,Customer Care,Boda Call Centre,01/11/2022,,Cancelled,
421549,388754,WEB,Boda Prestige,14/11/2022,,Cancelled,
421577,388772,WEB,Boda Prestige,14/11/2022,,Cancelled,
427257,394158,WEB,Boda Call Centre,25/11/2022,,Cancelled,
421642,388822,WEB,Boda Prestige,14/11/2022,,Cancelled,
422581,389811,WEB,Boda Call Centre,15/11/2022,,Cancelled,
422674,389905,WEB,Boda Call Centre,15/11/2022,,Cancelled,
407636,375580,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
421759,388945,WEB,Boda Prestige,14/11/2022,,Cancelled,
428342,395131,WEB,Boda Call Centre,28/11/2022,,Cancelled,
425716,189188,WEB,Boda Prestige,22/11/2022,,Cancelled,
422708,389943,WEB,Boda Call Centre,15/11/2022,,Cancelled,
419997,387297,WEB,Boda Call Centre,10/11/2022,,Cancelled,
423619,110570,Customer Care,Boda Call Centre,17/11/2022,,Cancelled,
421596,387702,WEB,Prestige Plaza,14/11/2022,14/11/2022,Loan_Issued,89851
423432,390666,WEB,Boda Call Centre,17/11/2022,,Cancelled,
425975,393019,WEB,Boda Call Centre,22/11/2022,,Cancelled,
411143,378906,Customer Care,Boda Call Centre,24/10/2022,,Cancelled,
411554,379365,WEB,Boda Prestige,25/10/2022,,Cancelled,
440109,405231,WEB,Boda Prestige,21/12/2022,,Cancelled,
421533,388741,WEB,Boda Prestige,14/11/2022,,Cancelled,
